entity_name,entity_type,algo_accepted,algo_suggested_name,algo_cui,expert_accepted,expert_rejected,expert_suggested_name,expert_cui,note,entity_name_norm,expert_resolution
accumulation of cholesterol in lysosomes,phenotype,False,,,False,True,Intracellular accumulation of unesterified cholesterol,C3553603,,accumulation of cholesterol in lysosomes,not_accepted
accumulation of free cholesterol,phenotype,False,,,False,True,Intracellular accumulation of unesterified cholesterol,C3553603,,accumulation of free cholesterol,not_accepted
accumulation of glycosphingolipids,phenotype,False,,,False,True,Intracellular Accumulation of Lipids,C1512921,,accumulation of glycosphingolipids,not_accepted
accumulation of intracellular free cholesterol,phenotype,True,Unesterified cholesterol accumulation in cultured fibroblasts,C5937001,False,True,Intracellular accumulation of unesterified cholesterol,C3553603,,accumulation of intracellular free cholesterol,not_accepted
accumulation of intracellular unesteri ed cholesterol,phenotype,False,,C3553603,True,False,,,,accumulation of intracellular unesteri ed cholesterol,expert_cui
accumulation of multiple lipid species,phenotype,False,,,False,True,Intracellular accumulation of unesterified cholesterol,C3553603,,accumulation of multiple lipid species,not_accepted
accumulation of myofibroblasts,phenotype,False,,,True,False,,,,accumulation of myofibroblasts,expert_accept_unresolved
accumulation of tissue-specific lipids,phenotype,False,,,False,True,Intracellular Accumulation of Lipids,C1512921,,accumulation of tissue-specific lipids,not_accepted
accumulation of unesterified cholesterol and glycolipids,phenotype,True,Unesterified cholesterol accumulation in cultured fibroblasts,C5937001,False,True,Intracellular accumulation of unesterified cholesterol,C3553603,,accumulation of unesterified cholesterol and glycolipids,not_accepted
accumulation of unesterified cholesterol in lysosomes,phenotype,False,,C5937001,True,False,,,,accumulation of unesterified cholesterol in lysosomes,expert_cui
activation of pro‐inflammatory microglia,phenotype,False,,C2265710,False,True,microglial cell activation,C1326169,,activation of pro‐inflammatory microglia,not_accepted
alleviate neuroinflammation,phenotype,False,,,False,True,negative regulation of neuroinflammatory response,C5137643,,alleviate neuroinflammation,not_accepted
alteration of serum oxysterols,phenotype,False,,,True,False,,,,alteration of serum oxysterols,expert_accept_unresolved
alteration of sphingolipids,phenotype,False,,,True,False,,,,alteration of sphingolipids,expert_accept_unresolved
altered horizontal position smooth pursuit,phenotype,True,,C1866753,True,False,,,,altered horizontal position smooth pursuit,expert_cui
altered horizontal saccadic peak velocity and latency,phenotype,True,Slowed horizontal saccades,C1856477,False,True,Abnormal saccadic eye movement,C0234649,,altered horizontal saccadic peak velocity and latency,not_accepted
altered metabolites,phenotype,False,,C5139220,True,False,,,,altered metabolites,expert_cui
altered vertical saccadic duration and amplitude,phenotype,True,Slow saccadic eye movements,C0234649|C1321329,True,False,,,,altered vertical saccadic duration and amplitude,expert_cui
ameliorated lysosome dysfunction,phenotype,False,,C0544948,False,True,Increased Lysosomal Function,C1372391,,ameliorated lysosome dysfunction,not_accepted
ameliorated the cerebellar ataxic phenotype,phenotype,False,,C0007758,False,True,,,,ameliorated the cerebellar ataxic phenotype,not_accepted
amyloidogenic processing,biological_process,False,,C1327340,False,True,amyloid-beta formation,C2247791,,amyloidogenic processing,not_accepted
an autosomal recessive hereditary disease,disease,False,,C0265388,True,False,,,,an autosomal recessive hereditary disease,expert_cui
atrophy over time in these structures,phenotype,False,,,False,True,Progressive atrophy,C1265895,,atrophy over time in these structures,not_accepted
attenuated cerebellar degeneration,pathology,False,,C0262404,False,True,,,,attenuated cerebellar degeneration,not_accepted
attenuated cerebellar inflammation,pathology,False,,,True,False,,,,attenuated cerebellar inflammation,expert_accept_unresolved
attenuated lysosomal dysfunction,phenotype,False,,,False,True,Increased Lysosomal Function,C1372391,,attenuated lysosomal dysfunction,not_accepted
attenuated microgliosis,phenotype,False,,C3686874,False,True,,,,attenuated microgliosis,not_accepted
attenuated neuropathology,phenotype,False,,C0876934,False,True,,,,attenuated neuropathology,not_accepted
autophagic flux,biological_process(??),False,,,True,False,,,,autophagic flux,expert_accept_unresolved
autophagy defects,phenotype,False,,,False,True,Autophagy lesions,C5543046,,autophagy defects,not_accepted
autophagy reactivation,biological_process,False,,,False,True,positive regulation of autophagy,C2265642,,autophagy reactivation,not_accepted
autosomal recessive lysosomal disorder,phenotype?,False,,C0085078,True,False,,,,autosomal recessive lysosomal disorder,expert_cui
autosomal recessive lysosomal storage disease,disease,True,lysosomal storage disease,C0085078,True,False,,,,autosomal recessive lysosomal storage disease,expert_cui
autosomal recessive lysosomal storage disorder,disease,True,lysosomal storage disease,C0085078,True,False,,,,autosomal recessive lysosomal storage disorder,expert_cui
autosomal recessive neurovisceral disease,disease,False,,,True,False,,,bỏ cũng được,autosomal recessive neurovisceral disease,expert_accept_unresolved
autosomal recessive rare disease,disease,False,,,False,True,Autosomal recessive inheritance,C0441748,bỏ cũng được,autosomal recessive rare disease,not_accepted
axonal autophagic stress,phenotype,False,,,True,False,,,,axonal autophagic stress,expert_accept_unresolved
axonal autophagic vacuoles accumulation,phenotype,False,,,False,True,Autophagic vaculoes (finding),C0544966,,axonal autophagic vacuoles accumulation,not_accepted
axonal trafficking defects,phenotype,True,Peripheral axonal degeneration,C4025830,False,True,,,,axonal trafficking defects,not_accepted
backward leaning during gait,phenotype,True,Difficulty walking backward,C4703572,False,True,Postural instability,C1843921,,backward leaning during gait,not_accepted
beam walk latency,phenotype,True,Motor delay,C1854301,True,False,,,,beam walk latency,expert_cui
bis(monoacylglycero)phosphate biosynthesis pathway,pathway,False,,C5907653,False,True,phospholipid biosynthetic process,C1157377,,bis(monoacylglycero)phosphate biosynthesis pathway,not_accepted
blinks to elicit saccades,phenotype,True,Hypermetric saccades?,C0423083,False,True,Oculomotor apraxia,C3489733,,blinks to elicit saccades,not_accepted
blood-cerebrospinal fluid enlarged extracellular vesicles,anatomy(??),False,,,False,True,Extracellular Vesicles,C3894683,,blood-cerebrospinal fluid enlarged extracellular vesicles,not_accepted
bor1 knockout,Gene therapy,False,,,False,True,Gene Knockout Techniques,C0599772,,bor1 knockout,not_accepted
brain capillary endothelial cells,anatomy,False,,C1180238,True,False,,,,brain capillary endothelial cells,expert_cui
brain iron dysregulation,phenotype,False,,,True,False,,,,brain iron dysregulation,expert_accept_unresolved
brain microvascular endothelial cells,anatomy,False,,,True,False,,,,brain microvascular endothelial cells,expert_accept_unresolved
brain region inflammation,phenotype,False,,C0014038,False,True,Neuroinflammation,C5394393,,brain region inflammation,not_accepted
broken hepatocytes,phenotype,True,Vacuolated hepatocytes,C5558397|C5826610,False,True,,,,broken hepatocytes,not_accepted
buildup of autophagic organelles in dystrophic axons,phenotype,False,,,False,True,Autophagic vaculoes (finding),C0544966,,buildup of autophagic organelles in dystrophic axons,not_accepted
buildup of endocytic in dystrophic axons,phenotype,True,Peripheral axon spheroid formation?,C5826770,False,True,Endosomes,C0034850,,buildup of endocytic in dystrophic axons,not_accepted
cancer cell pyroptosis,biological_process,False,,C2610960,True,False,,,,cancer cell pyroptosis,expert_cui
cationic amphiphilic agents,drug,False,,C0016365,True,False,,,cationic amphiphilic agents: đọc báo-> hợp chất cation chứa 2 thuốc này,cationic amphiphilic agents,expert_cui
caused central nervous system inflammation,phenotype,False,,C0178264,True,False,,,,caused central nervous system inflammation,expert_cui
caused demyelination,phenotype,False,,C0011304,True,False,,,,caused demyelination,expert_cui
caused neurological side effects,phenotype,False,,C0421229,True,False,,,,caused neurological side effects,expert_cui
cell phenotypic changes,phenotype,False,,,False,True,Abnormal cellular phenotype,C4476724,,cell phenotypic changes,not_accepted
cellular and systemic growth control,biological_process,False,,C0596286,True,False,,,,cellular and systemic growth control,expert_cui
cellular cholesterol trafficking,biological_process,False,,,False,True,intracellular cholesterol transport,C1819279,,cellular cholesterol trafficking,not_accepted
cellular organelles,cellular_component,False,,C0029219,True,False,,,,cellular organelles,expert_cui
central nervous system cholesterol metabolism,biological_process,False,,,False,True,cholesterol metabolism,C1156530,,central nervous system cholesterol metabolism,not_accepted
ceramide homeostasis,biological_process,False,,,True,False,,,,ceramide homeostasis,expert_accept_unresolved
cerebellar hypometabolism progression,phenotype,True,Global cerebellar dysplasia,C3279889|C5539789,False,True,Hypometabolism,C0347938,,cerebellar hypometabolism progression,not_accepted
cerebellar pathology,pathology,False,,,False,True,Cerebellar Diseases,C0007760,bỏ được,cerebellar pathology,not_accepted
cerebral glucose metabolism,biological_process,False,,C0596620,True,False,,,,cerebral glucose metabolism,expert_cui
cerebrospinal fluid neurodegeneration,protein/gene???,False,,C0007806,True,False,,,,cerebrospinal fluid neurodegeneration,expert_cui
changed morphology of microglia,phenotype,True,Abnormal microglia morphology,C4021990,True,False,,,,changed morphology of microglia,expert_cui
chloride channel target therapy,drug,False,,,True,False,,,https://drive.google.com/drive/folders/1Oagmdr2io9T9_GcXctca7U7fts7tEVno,chloride channel target therapy,expert_accept_unresolved
"cholestane-5α,6β-diol-3β-sulfonate",chemical,False,,,True,False,,,,"cholestane-5α,6β-diol-3β-sulfonate",expert_accept_unresolved
cholesterol accumlation,phenotype,False,,C5436605,False,True,Intracellular accumulation of unesterified cholesterol,C3553603,,cholesterol accumlation,not_accepted
cholesterol accumulation in host cytoplasmic dense vesicles???,phenotype,False,,C5436606,False,True,Intracellular accumulation of unesterified cholesterol,C3553603,,cholesterol accumulation in host cytoplasmic dense vesicles???,not_accepted
cholesterol accumulation phenotype,phenotype,False,,C5436607,False,True,Intracellular accumulation of unesterified cholesterol,C3553603,,cholesterol accumulation phenotype,not_accepted
cholesterol acquisition,biological_process,False,,C2611279,True,False,,,,cholesterol acquisition,expert_cui
cholesterol buildup,phenotype,False,,C5436607,False,True,Intracellular accumulation of unesterified cholesterol,C3553603,,cholesterol buildup,not_accepted
cholesterol dyshomeostasis,phenotype,False,,C1843372,True,False,,,,cholesterol dyshomeostasis,expert_cui
cholesterol dysregulation??,phenotype,False,,,False,True,Abnormal cholesterol homeostasis,C1843372,,cholesterol dysregulation??,not_accepted
cholesterol egress,biological_process,False,,C2246761,True,False,,,,cholesterol egress,expert_cui
cholesterol localization,phenotype,False,,,False,True,intracellular cholesterol transport,C1819279,,cholesterol localization,not_accepted
cholesterol overloaded,biological_process?? ?,False,,C5436606,False,True,Intracellular accumulation of unesterified cholesterol,C3553603,,cholesterol overloaded,not_accepted
cholesterol release from lysosomes,biological_process,False,,C2246761,True,False,,,,cholesterol release from lysosomes,expert_cui
cholesterol solubilization,biological_process,False,,,True,False,,,,cholesterol solubilization,expert_accept_unresolved
cholesterol storage in endosomes,phenotype,False,,,False,True,Intracellular accumulation of unesterified cholesterol,C3553603,,cholesterol storage in endosomes,not_accepted
cholesterol storage in lysosomes,phenotype,False,,,False,True,Intracellular accumulation of unesterified cholesterol,C3553603,,cholesterol storage in lysosomes,not_accepted
cholesterol transport to the plasma membrane,biological_process,False,,,False,True,intracellular cholesterol transport,C1819279,,cholesterol transport to the plasma membrane,not_accepted
cholesterol uptake gene????,protein/gene,False,,C1417776,False,True,,,,cholesterol uptake gene????,not_accepted
choriod plexus,anatomy,True,choroid plexus,C0008524,False,True,Structure of choroid plexus,C0008524,,choriod plexus,not_accepted
choroid plexus enlargement,phenotype,False,,C5788142,True,False,,,,choroid plexus enlargement,expert_cui
choroid plexus volumes??- extract sai,phenotype,False,,C4022771,False,True,,,,choroid plexus volumes??- extract sai,not_accepted
chronic neurodegeneration,phenotype,True,Progressive neurologic deterioration,C1854838,False,True,Neurodegenerative Disorders,C0524851,,chronic neurodegeneration,not_accepted
ciliary accessible cholesterol,phenotype,False,,,False,True,intracellular cholesterol transport,C1819279,https://docs.google.com/presentation/d/1Hqx6ZYfHu61mBHDHEZjCwN29QlxFCU2-9wuzUNhjtSE/edit?slide=id.g3dcee041ebc_3_1980#slide=id.g3dcee041ebc_3_1980,ciliary accessible cholesterol,not_accepted
circulating inflammatory monocytes??,anatomy,False,,,False,True,Monocytes,C0026473,progression of Purkinje cell degeneration,circulating inflammatory monocytes??,not_accepted
clear cholesterol from liver????,phenotype,False,,C2248593,True,False,,,,clear cholesterol from liver????,expert_cui
coginitive decline,phenotype,False,,C0338656,True,False,,,,coginitive decline,expert_cui
cognitive performance deterioration,phenotype,False,,C0338656,True,False,,,,cognitive performance deterioration,expert_cui
complex asparagine-linked glycosylation,biological_process,False,,C1623028,True,False,,,,complex asparagine-linked glycosylation,expert_cui
creatinine synthesis pathway,pathway,False,,C1156940,False,True,creatinine metabolic process,C1156941,,creatinine synthesis pathway,not_accepted
cryptic splice donor site,pathology,False,,C0887917,False,True,Cryptic Splice Sites,C1720838,cryptic? chưa biết- cân nhắc bỏ,cryptic splice donor site,not_accepted
cytosolic b-glucosidase,cellular_component????,False,,,True,False,,,bỏ,cytosolic b-glucosidase,expert_accept_unresolved
damaged peripheral organs,phenotype,False,,,False,True,Visceral Involvement,C5960196,,damaged peripheral organs,not_accepted
dearth in the lysosome loading of cholesterol transporter,phenotype,False,,C3553603,False,True,inhibition of intracellular cholesterol transport,C2245629,,dearth in the lysosome loading of cholesterol transporter,not_accepted
decaarginine endcapped polyrotaxanes,drug,True,Nandrolone decanoate,C0068395,False,True,Nanoparticle Drug Delivery System,C5544449,,decaarginine endcapped polyrotaxanes,not_accepted
decelerated disease progression,phenotype,True,Progressive neurologic deterioration,,False,True,Slowly progressive,,,decelerated disease progression,not_accepted
declined gait abnormalities,phenotype,False,,C0575081,False,True,,,,declined gait abnormalities,not_accepted
declined motor dysfunction,phenotype,False,,C5979810,False,True,Motor improvement,C5452884,,declined motor dysfunction,not_accepted
decrease cholesterol accumulation,phenotype,False,,C5436607,False,True,,,,decrease cholesterol accumulation,not_accepted
decrease in cerebrospinal fluid disease severity levels,phenotype,False,,,True,False,,,,decrease in cerebrospinal fluid disease severity levels,expert_accept_unresolved
decrease long term hematopoietic stem cells in bone marrow????,phenotype,False,,C0018956,False,True,,,,decrease long term hematopoietic stem cells in bone marrow????,not_accepted
decrease long term hematopoietic stem in bone marrow,phenotype,False,,,True,False,,,,decrease long term hematopoietic stem in bone marrow,expert_accept_unresolved
decrease short term hematopoietic stem cells in bone marrow,phenotype,False,,C0018956,False,True,,,,decrease short term hematopoietic stem cells in bone marrow,not_accepted
decrease short term hematopoietic stem in bone marrow,phenotype,False,,,True,False,,,,decrease short term hematopoietic stem in bone marrow,expert_accept_unresolved
decreased astrogliosis,phenotype,False,,C3887640,False,True,,,,decreased astrogliosis,not_accepted
decreased cholesterol accumulation,phenotype,False,,C5436607,False,True,,,,decreased cholesterol accumulation,not_accepted
decreased cholesterol content associated with late endosome,phenotype,False,,,True,False,,,,decreased cholesterol content associated with late endosome,expert_accept_unresolved
decreased levels of adenosine 5′-triphosphate,phenotype,True,Elevated erythrocyte adenosine triphosphate concentration,C5826912,True,False,,,,decreased levels of adenosine 5′-triphosphate,expert_cui
decreased microgliosis,phenotype,False,,C3686874,False,True,negative regulation of microglial cell activation,C3895752,,decreased microgliosis,not_accepted
decreased mitochondrial glutathione levels,phenotype,True,Elevated circulating glutathione concentration,C5826406,False,True,Glutathione decreased,C1112167,,decreased mitochondrial glutathione levels,not_accepted
decreased oxidative stress,phenotype,False,,C0242606,False,True,,,,decreased oxidative stress,not_accepted
decreased tumor metastasis,phenotype,False,,C2939419,False,True,Metastasis Suppression,C1513178,,decreased tumor metastasis,not_accepted
decreased tyrosinase-related protein 1,phenotype,True,tyrosinase activity,C3806150,False,True,,,bỏ được,decreased tyrosinase-related protein 1,not_accepted
decreased vacuolar fragmentation,phenotype,False,,C5451577,False,True,,,,decreased vacuolar fragmentation,not_accepted
decreased vertical saccades peak velocity,phenotype,True,Slowed horizontal saccades,C1856477,False,True,Slowing of vertical saccades,C4011795,,decreased vertical saccades peak velocity,not_accepted
deep brain signs,phenotype,True,White cerebellum sign,C5706186,True,False,,,,deep brain signs,expert_cui
deep cerebellar nuclei neurons,anatomy,False,,,False,True,Cerebellar Nuclei,C0007763,,deep cerebellar nuclei neurons,not_accepted
defective fusion of autophagosomes,phenotype,False,,C4551946,False,True,,,,defective fusion of autophagosomes,not_accepted
defective fusion of lysosomes,phenotype,False,,,True,False,,,,defective fusion of lysosomes,expert_accept_unresolved
defective lysosomal cholesterol efflux,phenotype,False,,,True,False,,,,defective lysosomal cholesterol efflux,expert_accept_unresolved
defective mitophagy induction,phenotype,False,,C3894805,False,True,Inhibition of mitophagy,C5888059,,defective mitophagy induction,not_accepted
delayed onset of interferon signaling,phenotype,False,,,True,False,,,,delayed onset of interferon signaling,expert_accept_unresolved
delayed the onset of motor impairment,phenotype,False,,C5436522,False,True,delay the onset of disorder,C0814338,,delayed the onset of motor impairment,not_accepted
delayed the onset of weight loss,phenotype,False,,C1262477,False,True,delay the onset of disorder,C0814338,,delayed the onset of weight loss,not_accepted
deregulation in the cortical circadian rhythm pathway,phenotype,False,,,False,True,Abnormal circadian rhythm,C0231316,,deregulation in the cortical circadian rhythm pathway,not_accepted
de‐ramified processes,phenotype,False,,,True,False,,,,de‐ramified processes,expert_accept_unresolved
dissolve cholesterol crystals into free cholesterol,phenotype,False,,,False,True,intracellular cholesterol transport,C1819279,,dissolve cholesterol crystals into free cholesterol,not_accepted
dysfunctional autophagy,pathology,False,,,False,True,Autophagy lesions,C5543046,,dysfunctional autophagy,not_accepted
dystonia presentations,phenotype,True,Generalized dystonia,C0013421|C1848954,True,False,,,,dystonia presentations,expert_cui
early cholestatic disease,disease,False,,C1859162,True,False,,,,early cholestatic disease,expert_cui
early neurodevelopmental disturbance,phenotype,False,,C1970828,True,False,,,,early neurodevelopmental disturbance,expert_cui
elevated 7-ketocholesterol,anatomy??????,False,,C0049920,True,False,,,,elevated 7-ketocholesterol,expert_cui
elevated cholesterol on lysosome membranes,phenotype,False,,,False,True,Intracellular accumulation of unesterified cholesterol,C3553603,,elevated cholesterol on lysosome membranes,not_accepted
elevated levels of free pro-resolving fatty acid epoxides,phenotype,False,,,True,False,,,,elevated levels of free pro-resolving fatty acid epoxides,expert_accept_unresolved
elevated levels of iron,phenotype,False,,C3809762,False,True,Iron increased,C0860976,,elevated levels of iron,not_accepted
elevated levels of lipid peroxidation,phenotype,False,,,False,True,Lipid Peroxidation,C0023775,,elevated levels of lipid peroxidation,not_accepted
elevated levels of reactive oxygen species,phenotype,False,,C4476796,True,False,,,,elevated levels of reactive oxygen species,expert_cui
elevated lysosphingomyelin 509,phenotype,False,,,False,True,Elevated circulating lysosphingomyelin concentration,C6055488,,elevated lysosphingomyelin 509,not_accepted
elevated myristic,phenotype,False,,C0129533,True,False,,,,elevated myristic,expert_cui
elevated myristic acid,phenotype,True,Increased level of myristic acid in serum,C4703649,True,False,,,,elevated myristic acid,expert_cui
elevated oxysterols,anatomy | phenotype,False,,C4277571,True,False,,,,elevated oxysterols,expert_cui
elevated palmitoleic acid,phenotype,False,,C0069966,True,False,,,,elevated palmitoleic acid,expert_cui
elevation of alkyl-lysophosphatidylcholine species,phenotype,False,,,False,True,Elevated circulating lysophosphatidylcholine concentration,C5937189,,elevation of alkyl-lysophosphatidylcholine species,not_accepted
elevations in glucosylceramide isoforms,phenotype,False,,C3495729,True,False,,,,elevations in glucosylceramide isoforms,expert_cui
elevations in mitochondrial caltrium,phenotype,False,,C5887225,True,False,,,,elevations in mitochondrial caltrium,expert_cui
endo-lysosomal network,cellular_component,False,,C1156044,True,False,,,,endo-lysosomal network,expert_cui
endo-lysosomal trafficking pathway??,pathway,False,,,False,True,endosome to lysosome transport,C1156044,,endo-lysosomal trafficking pathway??,not_accepted
endo-lysosomes,cellular_component,False,,C5907374,False,True,Endolysosome,C3271504,,endo-lysosomes,not_accepted
endolysosomal accumulation of the lipid??,phenotype,False,,,False,True,Intracellular Accumulation of Lipids,C1512921,,endolysosomal accumulation of the lipid??,not_accepted
endolysosomal accumulation of unesterified cholesterol,pathology,False,,,False,True,Intracellular accumulation of unesterified cholesterol,C3553603,,endolysosomal accumulation of unesterified cholesterol,not_accepted
endolysosomal comparment,cellular_component,False,,C5907374,False,True,Endolysosome,C3271504,,endolysosomal comparment,not_accepted
endolysosomal compartment,cellular_component,False,,C5907374,False,True,Endolysosome,C3271504,,endolysosomal compartment,not_accepted
endolysosomal storage of unesterified cholesterol,phenotype,False,,,False,True,Intracellular accumulation of unesterified cholesterol,C3553603,,endolysosomal storage of unesterified cholesterol,not_accepted
endosomal transportautophagy abnormalities,phenotype,False,,C3548880,False,True,Autophagy lesions,C5543046,,endosomal transportautophagy abnormalities,not_accepted
engulf mitochondria in autophagosomes,biological_process,False,,,False,True,Mitophagy,C1820119,,engulf mitochondria in autophagosomes,not_accepted
enhance calcium entry,phenotype,False,,C1153433,False,True,Calcium ion transmembrane transport,C2753344,,enhance calcium entry,not_accepted
enhanced the onset of the neurological phenotype??,phenotype,False,,,True,False,,,,enhanced the onset of the neurological phenotype??,expert_accept_unresolved
enlarged extracellular vesicles,anatomy,False,,,True,False,,,,enlarged extracellular vesicles,expert_accept_unresolved
enlarged soma size,phenotype,True,Epiglottic enlargement,C0239282,True,False,,,,enlarged soma size,expert_cui
enzymatic function,phenotype,False,,C0014429,False,True,enzyme activity,C0243102,,enzymatic function,not_accepted
enzyme acid sphingomyelinase deficiency,phenotype,False,,C5243927,True,False,,,,enzyme acid sphingomyelinase deficiency,expert_cui
evelated long-chain isoforms of glucosylceramide,phenotype,False,,,False,True,Glucosylceramide increased,C3495729,,evelated long-chain isoforms of glucosylceramide,not_accepted
exacerbated interferon signaling,phenotype,False,,C5883586,True,False,,,,exacerbated interferon signaling,expert_cui
excessive accumulation of cholesterol,phenotype,False,,C5436605,False,True,Intracellular accumulation of unesterified cholesterol,C3553603,,excessive accumulation of cholesterol,not_accepted
excessive cholesterol accumulation in the lysosome,phenotype,False,,,False,True,Intracellular accumulation of unesterified cholesterol,C3553603,,excessive cholesterol accumulation in the lysosome,not_accepted
extends lifespan,phenotype,False,,C0870809,True,False,,,,extends lifespan,expert_cui
extensive hypometabolism,pathology,False,,C0347938,True,False,,,,extensive hypometabolism,expert_cui
fatal neurodegenerative condition,phenotype,False,,C0524851,True,False,,,,fatal neurodegenerative condition,expert_cui
fatal neurodegenerative disease,disease,True,fatal post-viral neurodegenerative disorder,C0524851|C4751597,True,False,,,,fatal neurodegenerative disease,expert_cui
fatal neurovisceral disorder,phenotype,False,,C2675646,False,True,Niemann-Pick Diseases,C0028064,disease,fatal neurovisceral disorder,not_accepted
faulty cholesterol trafficking,phenotype,False,,C2749801,True,False,,,,faulty cholesterol trafficking,expert_cui
fibroblast-to-myofibroblast differentiation,biological_process,False,,C1709101,True,False,,,,fibroblast-to-myofibroblast differentiation,expert_cui
foam cell accumulation,phenotype,False,,,True,False,,,,foam cell accumulation,expert_accept_unresolved
formation of multi-laminar storage bodies,phenotype,False,,,True,False,,,,formation of multi-laminar storage bodies,expert_accept_unresolved
free pro-resolving fatty acid epoxides,molecular_function,False,,,True,False,,,,free pro-resolving fatty acid epoxides,expert_accept_unresolved
free sterols accumulation,phenotype,False,,,False,True,Intracellular accumulation of unesterified cholesterol,C3553603,,free sterols accumulation,not_accepted
frontotemporal areas,anatomy,False,,C4330011,True,False,,,,frontotemporal areas,expert_cui
gelastic cataplexy,phenotype,False,,C0007384,True,False,,,,gelastic cataplexy,expert_cui
giant lysosomes,phenotype,False,,,False,True,Abnormal lysosomal morphology,C4531183,,giant lysosomes,not_accepted
giant multilamellar bodies,phenotype,False,,,True,False,,,,giant multilamellar bodies,expert_accept_unresolved
glucocerbrosi-dase 2,protein/gene,False,,C3539583,True,False,,,,glucocerbrosi-dase 2,expert_cui
glucosyl ceramide synthase,protein/gene,False,,C4283742,True,False,,,,glucosyl ceramide synthase,expert_cui
glucosylceramide synthase competitive inhibitor,phenotype?????,False,,C4075566,True,False,,,drug/ chemical,glucosylceramide synthase competitive inhibitor,expert_cui
glycolipid and cholesterol trafficking,biological_process???,False,,C2749801,False,True,glycolipid transport,C1326458,,glycolipid and cholesterol trafficking,not_accepted
glycosphingolipid accumulation,phenotype,False,,,False,True,Intracellular Accumulation of Lipids,C1512921,,glycosphingolipid accumulation,not_accepted
grey matter loss in the thalami,phenotype,True,Focal necrotic thalamus lesion,C5393278|C5826815,True,False,,,,grey matter loss in the thalami,expert_cui
head and upper body movements,phenotype,True,Abnormal head movements,C0476217,True,False,,,,head and upper body movements,expert_cui
heat shock response 70,protein/gene,False,,C0243043,True,False,,,,heat shock response 70,expert_cui
hepatic and neuronal disorders,phenotype,False,,,True,False,,,,hepatic and neuronal disorders,expert_accept_unresolved
hepatic symtoms,phenotype,True,Abnormality of the liver,C4021780,True,False,,,,hepatic symtoms,expert_cui
hepatocyte-like cells,anatomy,False,,,True,False,,,,hepatocyte-like cells,expert_accept_unresolved
hereditary ataxic disorders,phenotype,False,,C0004138,True,False,,,,hereditary ataxic disorders,expert_cui
high level of unesrerified cholesterol,phenotype,True,Elevated cholesterol ester level,C1291155,False,True,Intracellular accumulation of unesterified cholesterol,C3553603,,high level of unesrerified cholesterol,not_accepted
highly heterogeneous phenotypes,phenotype,False,,C1839039,True,False,,,,highly heterogeneous phenotypes,expert_cui
hippocampal subregional atrophy,phenotype,False,,C4315130,True,False,,,,hippocampal subregional atrophy,expert_cui
host cellular cholesterol distribution,biological_process,False,,,False,True,intracellular cholesterol transport,C1819279,,host cellular cholesterol distribution,not_accepted
human hematologic and solid cancers,disease,False,,C0376545,True,False,,,,human hematologic and solid cancers,expert_cui
human-derived low-density lipoprotein,exposure,False,,,False,True,Low-Density Lipoproteins,C0023823,,human-derived low-density lipoprotein,not_accepted
hypopharyngeal retention,phenotype,False,,,False,True,Pharyngeal residue,C3828570,,hypopharyngeal retention,not_accepted
idiopathic neonatal cholestasis,phenotype,False,,C1112213,True,False,,,,idiopathic neonatal cholestasis,expert_cui
